Year,Ranking,Company,Customer Satisfaction,Employee Engagement and Development,Innovation,Social Responsibility,Financial Strength,Effectiveness
2024,156,Cigna,47.4,51.0,53.1,67.0,57.2,57.8
2024,156,L3Harris Technologies,57.7,51.3,52.1,65.1,44.7,57.8
2024,156,Lululemon Athletica,57.3,63.4,52.3,49.3,55.9,57.8
2024,159,Nasdaq Inc,55.4,62.3,46.2,63.1,44.7,57.7
2024,159,Royal Caribbean,49.9,58.3,55.3,56.6,57.1,57.7
2024,159,Travelers,53.2,63.0,47.0,55.7,59.5,57.7
2024,162,Boeing,48.7,53.2,69.7,56.7,42.5,57.6
2024,162,Elevance Health,42.9,54.5,48.6,72.3,56.3,57.6
2024,164,AGCO,50.2,55.9,62.9,57.1,46.1,57.5
2024,164,elf Beauty,59.7,60.0,54.2,43.5,62.6,57.5
2024,164,Texas Pacific Land Corporation,52.5,78.2,37.4,44.8,72.1,57.5
2024,167,Arch Capital,46.6,62.3,60.4,46.6,64.4,57.4
2024,168,Hess,51.6,61.0,39.3,69.0,51.0,57.2
2024,168,Progressive Corp,52.6,60.4,42.8,50.6,78.3,57.2
2024,170,Delta Air Lines,50.9,64.9,58.4,46.5,55.7,57.1
2024,171,ANSYS Inc,59.7,64.0,45.9,55.8,44.7,56.9
2024,171,DexCom Inc,55.4,53.8,58.6,55.9,46.5,56.9
2024,171,Juniper Networks,51.5,60.9,46.9,64.4,45.9,56.9
2024,174,Coty,57.1,50.9,55.0,59.6,46.2,56.7
2024,174,McKesson,55.3,52.9,48.2,52.8,69.8,56.7
2024,176,Principal Financial Group,52.6,55.5,48.4,63.9,48.9,56.6
2024,176,Stryker,50.5,59.5,58.6,52.8,50.0,56.6
2024,178,Aptiv,58.1,45.8,53.9,62.1,48.5,56.5
2024,179,AFLAC Inc,51.4,49.9,55.1,57.5,59.0,56.4
2024,179,Cognizant Tech Solutions,54.3,52.9,54.9,57.2,50.5,56.4
2024,181,Halliburton Co,48.0,52.0,68.0,51.6,50.9,56.3
2024,181,LyondellBasell Industries,50.1,58.4,53.9,57.0,50.8,56.3
2024,183,BlackRock Inc,51.7,60.2,52.5,55.5,49.7,56.2
2024,183,Comcast,45.3,52.7,59.0,56.8,58.8,56.2
2024,185,Illinois Tool Works,55.2,44.9,62.6,52.2,56.4,56.1
2024,186,Avery Dennison,63.9,50.1,49.6,56.3,47.5,56.0
2024,186,Baxter,54.5,49.6,54.6,63.7,41.8,56.0
2024,186,Block,57.4,54.0,69.1,44.6,41.4,56.0
2024,186,Electronic Arts,53.5,54.5,55.4,56.8,47.5,56.0
2024,186,MSCI,51.1,62.8,45.9,57.9,52.2,56.0
2024,191,Otis Worldwide,61.1,49.9,43.0,58.0,59.4,55.9
2024,191,Paychex Inc,55.4,45.1,61.8,52.1,55.9,55.9
2024,191,Thermo Fisher Scientific,53.4,50.0,54.4,58.9,51.8,55.9
2024,194,Gartner,60.3,61.3,44.9,49.4,55.1,55.7
2024,194,Lennox International,59.2,51.3,43.7,57.0,60.4,55.7
2024,194,Yum Brands,40.2,60.5,52.9,58.2,60.4,55.7
2024,197,Bath & Body Works,51.9,50.6,66.8,48.8,49.8,55.6
2024,197,Carrier Global Corp.,58.3,40.5,57.5,59.5,50.5,55.6
2024,199,Hologic,60.8,52.1,51.6,55.3,45.2,55.5
2024,199,Interpublic,55.8,47.4,49.8,64.4,47.3,55.5
2024,199,PPG Industries,49.5,43.2,65.7,59.0,47.6,55.5
2024,199,Tesla,56.2,44.6,61.6,47.1,63.0,55.5
2024,203,Fortinet,59.8,56.4,47.0,51.2,55.0,55.4
2024,203,Micron Technology,51.2,52.3,51.9,62.7,46.3,55.4
2024,203,Williams-Sonoma,55.4,38.8,54.2,61.4,58.3,55.4
2024,206,Tapestry,57.8,56.2,48.4,54.7,49.6,55.3
2024,207,GoDaddy Inc A,52.9,51.5,51.4,52.4,63.2,55.1
2024,207,International Flavors & Fragrances,63.2,46.3,56.2,56.4,38.5,55.1
2024,209,Nucor,60.7,66.2,45.6,43.1,53.4,55.0
2024,209,WESCO Intl Inc,51.1,46.4,58.2,60.1,48.1,55.0
2024,211,Lincoln Electric Hldgs,62.4,43.7,53.0,54.0,52.4,54.9
2024,212,AES,41.7,59.8,55.2,61.7,44.0,54.8
2024,212,FTI Consulting,49.4,59.0,56.1,50.9,50.8,54.8
2024,212,Kraft Heinz Company,55.9,47.8,60.3,52.5,47.1,54.8
2024,212,ResMed,51.6,58.1,53.9,52.4,49.5,54.8
2024,212,Southern,50.5,58.7,56.0,50.1,51.0,54.8
2024,217,J.M. Smucker,56.2,50.9,58.8,51.5,45.8,54.7
2024,217,Southwest Airlines,49.6,60.5,59.7,49.7,44.0,54.7
2024,217,Western Digital,56.4,47.5,52.5,61.5,42.7,54.7
2024,220,Lowe's,53.2,46.0,50.5,57.9,59.8,54.6
2024,220,Science Applications International,55.3,55.7,56.8,47.5,50.2,54.6
2024,222,Chubb Limited,53.5,49.8,55.5,48.0,62.5,54.5
2024,222,HubSpot,55.1,62.0,44.3,58.1,41.6,54.5
2024,224,Ingredion Inc,51.2,48.0,62.6,51.8,50.0,54.4
2024,224,Prudential Financial,51.5,48.3,49.0,58.4,59.7,54.4
2024,224,Pulte Group Inc,63.7,55.8,41.8,45.6,63.1,54.4
2024,227,Crown Holdings Inc,61.6,46.7,47.0,59.6,45.9,54.3
2024,227,Morningstar,51.6,57.9,46.1,59.3,47.2,54.3
2024,229,Chevron,25.9,60.1,66.3,53.6,63.3,54.2
2024,229,Republic Services Inc,56.6,45.4,52.2,56.8,52.0,54.2
2024,229,Tractor Supply,64.9,42.0,47.3,55.9,53.2,54.2
2024,229,Verisk Analytics,57.5,53.9,47.8,50.5,56.4,54.2
2024,233,Consolidated Edison Inc,37.9,56.9,65.7,53.7,48.6,54.1
2024,233,Goldman Sachs Group,56.5,51.8,47.4,56.7,50.1,54.1
2024,233,INSULET CORP,53.3,50.8,53.4,56.5,47.2,54.1
2024,233,Morgan Stanley,50.1,55.9,52.6,54.4,50.1,54.1
2024,233,On Semiconductor,50.1,47.5,45.9,65.6,53.4,54.1
2024,233,Trimble,57.0,55.0,47.9,55.8,45.2,54.1
2024,239,3M,44.1,49.6,73.4,51.7,39.8,54.0
2024,239,Baker Hughes,45.5,55.1,51.4,61.2,48.2,54.0
2024,239,Cintas Corp,55.3,48.0,53.3,50.9,58.3,54.0
2024,239,Sherwin-Williams,55.7,51.8,52.6,50.8,53.2,54.0
2024,243,Bunge Global,52.9,56.5,50.1,51.2,53.2,53.9
2024,243,Corning Inc,51.2,50.1,56.3,56.8,45.5,53.9
2024,243,Regions Financial Corp,51.7,47.1,49.7,65.0,44.9,53.9
2024,243,TJX,53.5,48.2,42.2,60.0,62.0,53.9
2024,247,Expedia,51.0,52.2,57.7,52.1,48.5,53.8
2024,247,Fortune Brands Innovations Inc,63.3,50.8,49.4,50.6,46.4,53.8
2024,247,GE Healthcare Technologies Inc.,60.5,57.6,51.1,44.2,49.5,53.8
2024,247,Keurig Dr Pepper,58.5,41.4,51.7,60.5,47.2,53.8
